-0.245968	0.178984
-0.327262	-0.882199
-0.532726	0.737925
-0.233452	-0.084454
-0.071809	0.303721
0.092235	0.123307
0.182547	-0.373011
0.638365	-1.253647
0.168724	0.661773
0.085699	-0.145359
-0.479380	0.327741
-1.174341	-0.660741
0.170802	-0.165904
0.201727	0.075464
-0.204614	-1.046228
-0.204150	-0.087336
0.414066	0.251293
-0.718020	0.301987
0.264002	-0.665982
-0.040363	0.900921
-0.779625	-0.187411
0.047385	0.513987
-0.055049	-0.047176
-0.255912	1.064508
-0.277527	-0.757781
0.089275	-0.314998
-0.201715	0.230652
-0.030835	-0.214500
-0.700283	0.549685
-0.291811	0.184150
0.073934	0.092139
-0.402377	0.535063
-0.580183	-0.461261
-0.575562	-0.340309
0.990015	0.083032
-0.308925	-0.071903
-0.492602	-0.499446
0.191003	-0.709154
0.445901	-0.681086
-0.149775	-0.534511
0.137958	0.155248
0.179228	0.613256
-0.193379	0.199697
-0.347873	-1.045365
0.016002	-0.674222
-0.127792	1.354508
-0.328755	-0.338163
1.817872	0.363070
-0.321623	0.797387
-0.199403	0.574645
0.338428	-0.335859
1.075959	0.491167
-0.659857	-1.406220
-0.216185	0.626626
0.015824	-0.001999
0.381299	-0.280191
0.507556	-0.511525
-0.363877	0.363522
0.674671	-0.014835
0.962692	-0.071867
0.438721	0.122538
0.406654	0.258681
-0.522721	-0.044281
-0.282236	-1.087846
0.403792	0.001893
0.615174	-0.183930
-0.017649	-0.848188
0.169970	0.050462
1.086763	0.364439
-0.034086	-0.326088
-0.327833	0.112508
-0.405972	-0.332576
0.296970	0.190184
-0.376395	0.373416
1.467799	-0.360722
0.524263	-0.324902
0.484817	-0.199811
-0.880684	-0.030896
-0.303771	0.358105
0.251078	-0.690385
-0.510846	-0.631404
0.323553	0.018695
0.491317	-0.106852
-0.660955	-0.111540
0.807612	0.305500
-0.761260	0.169733
-0.241795	0.550922
-0.375315	-0.905570
-0.041483	0.344378
-0.680677	-1.036467
0.258026	-0.436684
-0.275982	0.309503
0.679624	-0.607058
-0.092066	-0.258993
0.011737	-1.463762
-0.986977	0.320733
0.010309	0.092744
0.665983	0.599403
0.002020	-0.298981
-0.671316	0.177568
0.114750	0.015368
-0.875150	0.365847
-1.120609	-0.398708
0.035052	0.099001
1.300739	0.588815
0.126503	-0.617389
-0.689353	-0.298055
-2.104384	0.234715
-0.081617	0.063553
0.583895	-0.735600
-0.542617	0.522842
0.098738	-0.561274
0.699268	0.062186
-0.183933	0.760789
-0.240537	-0.325805
0.520710	0.003099
0.040575	-0.869788
0.454422	0.312497
-0.387350	0.188009
0.897242	-0.066999
-0.356800	0.482672
-0.270360	0.837724
-0.353933	-0.334003
-0.353541	0.200335
0.201885	0.378279
0.509359	0.923520
0.628034	0.984901
0.414573	0.253658
0.733904	0.205634
0.434171	0.705922
-0.072168	0.533450
-0.070011	1.180883
-0.237108	0.383893
-1.095714	0.491509
-1.049925	-0.454974
-0.040266	-0.560335
0.146367	-0.306746
0.056477	-0.412142
-0.857097	0.196696
0.130946	0.367772
-1.041587	0.437366
