0.487988	0.260663
0.043241	1.034503
-0.889313	-2.039203
0.626216	-0.214936
0.209829	-0.935048
0.491127	0.443033
0.156015	-0.513537
1.594363	-1.309851
-0.552933	0.134638
0.946937	-0.563633
0.212899	-1.374873
-0.512320	-0.390848
-0.725821	-0.412396
0.511666	-0.279509
-0.427351	-0.965360
-0.361308	0.576721
-0.618811	1.707057
-0.078621	-0.692643
-0.028136	-0.069984
0.385228	0.392169
-0.637904	0.565389
-1.270213	0.413770
-0.801892	-0.063306
-0.200163	0.109685
0.197814	0.515728
-0.315302	0.390418
1.303165	0.612398
0.673115	0.298366
-0.553366	-0.418170
-1.000906	-1.973224
0.380626	0.090309
0.115040	0.484024
-0.818264	0.126850
0.574415	-0.605668
-0.025928	1.251329
-0.187246	0.223792
0.206313	0.115245
-0.621691	0.145043
-0.493035	0.597751
1.071114	-1.293971
0.095658	0.589486
-1.664639	0.232830
0.126429	-0.126412
-0.516787	1.717821
-0.233399	-0.331766
-1.420219	-0.474209
-1.064769	0.426711
-0.737296	-0.390710
0.528736	-0.085355
-0.840958	0.672707
-0.977808	-0.847856
-0.702672	-1.288795
-0.510283	0.533956
0.697633	0.448304
-0.442708	1.337713
-0.665162	-0.303732
-0.038672	-0.724513
-0.935447	-0.536738
0.757937	0.767386
-0.033672	1.685239
-0.224214	2.585038
0.409773	-0.628105
-0.044441	0.399132
-2.077470	1.526700
-0.957863	-0.306423
-0.359390	-0.176624
0.871781	0.679901
-0.494220	-0.589917
0.084492	-0.825379
0.784695	0.202593
-0.008783	-0.029281
0.566361	0.045307
0.272564	-0.415600
-0.522871	-1.116629
0.190796	0.258664
0.655652	0.773667
-0.088152	0.676857
0.028985	-0.032774
-0.703066	-0.033293
0.513015	0.841865
-1.306434	0.082883
-0.265195	0.419951
-0.951564	-1.428546
-0.520354	1.083419
-0.534657	0.432781
-0.418454	1.007486
0.136804	0.522655
-0.157475	0.976809
0.492465	-0.013804
0.818915	-0.664346
0.232968	1.090814
0.041567	-0.536754
0.182200	-1.072924
-0.289255	0.065745
0.664049	-1.166591
